Code INSEE;Commune;geo_point_2d;Code Postal;Code Département;Région
70005;AILLEVANS;47.5901064587,6.41781812874;70110;70;FRANCHE-COMTE
27434;NOARDS;49.2105065692,0.509712795627;27560;27;HAUTE-NORMANDIE
30218;ROCHEGUDE;44.2390551255,4.28316039005;30430;30;LANGUEDOC-ROUSSILLON
60495;PLAINVAL;49.5340616359,2.45773884627;60130;60;PICARDIE
16239;MOUZON;45.7954811744,0.611080409863;16310;16;POITOU-CHARENTES
28190;GUILLONVILLE;48.0936096295,1.64289190439;28140;28;CENTRE
88270;LIFFOL-LE-GRAND;48.3192155275,5.57551328055;88350;88;LORRAINE
11269;OUVEILLAN;43.2931875374,2.96999154918;11590;11;LANGUEDOC-ROUSSILLON
60144;CHAVENCON;49.1872473906,1.9918563453;60240;60;PICARDIE
31049;BAZUS;43.7357441741,1.51960464279;31380;31;MIDI-PYRENEES
40242;RIMBEZ-ET-BAUDIETS;44.0564510689,0.0490737699359;40310;40;AQUITAINE
14318;GRAYE-SUR-MER;49.3293694096,-0.486683718791;14470;14;BASSE-NORMANDIE
46262;SAINT-CYPRIEN;44.3040998679,1.26251296057;46800;46;MIDI-PYRENEES
10131;DROUPT-SAINT-BASLE;48.4804439943,3.95701676;10170;10;CHAMPAGNE-ARDENNE
95304;HEDOUVILLE;49.1584963577,2.17768034545;95690;95;ILE-DE-FRANCE
19024;BEYSSAC;45.368379997,1.41904693308;19230;19;LIMOUSIN
71119;CHAUDENAY;46.9154246356,4.79538440748;71150;71;BOURGOGNE
27184;CRASVILLE;49.205196716,1.07197851563;27400;27;HAUTE-NORMANDIE
81323;VITERBE;43.677590198,1.91623680192;81220;81;MIDI-PYRENEES
36076;FONTGOMBAULT;46.6744006653,0.971856321083;36220;36;CENTRE
51099;BUSSY-LETTREE;48.803079986,4.25136495939;51320;51;CHAMPAGNE-ARDENNE
17175;GERMIGNAC;45.5608582363,-0.341121661221;17520;17;POITOU-CHARENTES
72271;SAINT-CELERIN;48.1258397672,0.433533893718;72110;72;PAYS DE LA LOIRE
67522;WEISLINGEN;48.9192784207,7.25784429593;67290;67;ALSACE
47210;PORT-SAINTE-MARIE;44.2605042795,0.374453245526;47130;47;AQUITAINE
62898;WISQUES;50.7269504581,2.1911996601;62219;62;NORD-PAS-DE-CALAIS
67150;FURDENHEIM;48.6105637831,7.55789773047;67117;67;ALSACE
24566;VARENNES;44.8341720876,0.668144001791;24150;24;AQUITAINE
25067;BLUSSANS;47.4134789985,6.61025158511;25250;25;FRANCHE-COMTE
14277;FONTENAY-LE-MARMION;49.0870178586,-0.34496703891;14320;14;BASSE-NORMANDIE
67440;SCHAFFHOUSE-PRES-SELTZ;48.9121321004,8.08967677055;67470;67;ALSACE
41186;RAHART;47.869943021,1.06095189274;41160;41;CENTRE
47110;GONTAUD-DE-NOGARET;44.4615606607,0.292147658255;47400;47;AQUITAINE
65035;ARTAGNAN;43.4068464374,0.0826210970042;65500;65;MIDI-PYRENEES
13002;ALLAUCH;43.3533145712,5.51134767187;13190;13;PROVENCE-ALPES-COTE D'AZUR
62336;FLECHIN;50.5587478522,2.28119677571;62960;62;NORD-PAS-DE-CALAIS
57073;BETTING;49.1299695233,6.81296157618;57800;57;LORRAINE
80108;BOISBERGUES;50.153116145,2.22236323766;80600;80;PICARDIE
37097;DOLUS-LE-SEC;47.1649485562,0.890511286523;37310;37;CENTRE
27364;LAUNAY;49.1080587131,0.737298458469;27470;27;HAUTE-NORMANDIE
58019;AVREE;46.8229493433,3.87907755172;58170;58;BOURGOGNE
76464;LA NEUVILLE-CHANT-D'OISEL;49.3692279184,1.2498939606;76520;76;HAUTE-NORMANDIE
39197;DIGNA;46.5182419302,5.38565811964;39190;39;FRANCHE-COMTE
62677;LE QUESNOY-EN-ARTOIS;50.3316939023,2.0384112079;62140;62;NORD-PAS-DE-CALAIS
2B241;POGGIO-MARINACCIO;42.4359731293,9.34821605679;20237;2B;CORSE
2287;ESSIGNY-LE-GRAND;49.7740780116,3.27214459324;2690;2;PICARDIE
76382;LANQUETOT;49.5834156641,0.530353339323;76210;76;HAUTE-NORMANDIE
31348;MONCAUP;42.9729218811,0.701637765798;31160;31;MIDI-PYRENEES
27212;ECAUVILLE;49.1260165853,0.991502116806;27110;27;HAUTE-NORMANDIE
41109;LANDES-LE-GAULOIS;47.6576915712,1.17175153465;41190;41;CENTRE
22249;PONT-MELVEZ;48.4740063925,-3.2849339382;22390;22;BRETAGNE
64072;AUBERTIN;43.2716852677,-0.480982579779;64290;64;AQUITAINE
57022;ANGEVILLERS;49.3875925274,6.04259987593;57440;57;LORRAINE
53239;SAINT-MARTIN-DE-CONNEE;48.2263014135,-0.246813322677;53160;53;PAYS DE LA LOIRE
59079;BEUVRAGES;50.3883826633,3.50595410504;59192;59;NORD-PAS-DE-CALAIS
37043;CANGEY;47.4887286786,1.06027361973;37530;37;CENTRE
77019;BALLOY;48.3968757624,3.15136324376;77118;77;ILE-DE-FRANCE
70514;VALAY;47.3357551317,5.63755798352;70140;70;FRANCHE-COMTE
21298;GISSEY-LE-VIEIL;47.3221932401,4.4861696452;21350;21;BOURGOGNE
59368;LA MADELEINE;50.6548883138,3.06963722507;59110;59;NORD-PAS-DE-CALAIS
83095;PONTEVES;43.5507745472,6.0629204725;83670;83;PROVENCE-ALPES-COTE D'AZUR
25179;LE CROUZET;46.7066820687,6.13160874463;25240;25;FRANCHE-COMTE
76055;BAONS-LE-COMTE;49.639081738,0.760973949866;76190;76;HAUTE-NORMANDIE
50446;SAINT-ANDRE-DE-L'EPINE;49.1337500931,-1.02272343031;50680;50;BASSE-NORMANDIE
87032;CHALUS;45.6572392985,0.964687507808;87230;87;LIMOUSIN
14339;HUBERT-FOLIE;49.1284545506,-0.316040778146;14540;14;BASSE-NORMANDIE
16210;MARSAC;45.7432168829,0.075225440865;16570;16;POITOU-CHARENTES
71290;MAZILLE;46.391550747,4.59913263178;71250;71;BOURGOGNE
70226;FALLON;47.5077912933,6.47671768345;70110;70;FRANCHE-COMTE
65083;BERNAC-DEBAT;43.1695672176,0.110496542104;65360;65;MIDI-PYRENEES
72312;SAINT-PIERRE-DES-BOIS;47.9414864633,-0.135650706918;72430;72;PAYS DE LA LOIRE
88462;LE SYNDICAT;48.0311250324,6.69827202469;88120;88;LORRAINE
41180;PONTLEVOY;47.3967107707,1.2300894563;41400;41;CENTRE
37251;SOUVIGNE;47.5151982647,0.402687568024;37330;37;CENTRE
7315;LA SOUCHE;44.6277336502,4.16243697678;7380;7;RHONE-ALPES
91095;BOURAY-SUR-JUINE;48.5123020136,2.29610342228;91850;91;ILE-DE-FRANCE
62183;BUIRE-LE-SEC;50.3932227275,1.82311982724;62870;62;NORD-PAS-DE-CALAIS
54077;BLAMONT;48.5905345206,6.84253315857;54450;54;LORRAINE
70484;SECENANS;47.548679436,6.56746247212;70400;70;FRANCHE-COMTE
2B287;SORIO;42.5778173926,9.24430317014;20246;2B;CORSE
26341;SERVES-SUR-RHONE;45.1418386958,4.83109226677;26600;26;RHONE-ALPES
62272;DOUCHY-LES-AYETTE;50.1758311935,2.71038948013;62116;62;NORD-PAS-DE-CALAIS
16259;LA PERUSE;45.8777271675,0.624009757306;16270;16;POITOU-CHARENTES
11333;SAINT-BENOIT;43.0096303677,2.06434477495;11230;11;LANGUEDOC-ROUSSILLON
72240;PONCE-SUR-LE-LOIR;47.7736203084,0.657052556948;72340;72;PAYS DE LA LOIRE
62388;GRIGNY;50.3823543208,2.06358217112;62140;62;NORD-PAS-DE-CALAIS
65211;GUCHAN;42.8466893699,0.347945425842;65170;65;MIDI-PYRENEES
2310;FIEULAINE;49.9018502295,3.44594045878;2110;2;PICARDIE
2A018;ARBELLARA;41.6711031024,8.98935818241;20110;2A;CORSE
76450;MONTROTY;49.4316501805,1.66162368177;76220;76;HAUTE-NORMANDIE
80157;BUSSY-LES-POIX;49.8174206612,2.01371818079;80290;80;PICARDIE
91414;MONNERVILLE;48.3475778316,2.03756140392;91930;91;ILE-DE-FRANCE
59447;ONNAING;50.3867147723,3.59668401083;59264;59;NORD-PAS-DE-CALAIS
33028;BARON;44.8235731803,-0.317485301092;33750;33;AQUITAINE
50297;LA MEAUFFE;49.1691596357,-1.09998439521;50880;50;BASSE-NORMANDIE
45286;SAINT-JEAN-LE-BLANC;47.8828915837,1.93333711886;45650;45;CENTRE
43212;SAINT-PAL-DE-CHALENCON;45.3474785194,3.96287922674;43500;43;AUVERGNE
88098;CHAUMOUSEY;48.1734708065,6.33193477567;88390;88;LORRAINE
38022;LES AVENIERES;45.6426437379,5.56958624007;38630;38;RHONE-ALPES
67534;WILWISHEIM;48.753708765,7.49990047042;67270;67;ALSACE
97220;RIVIERE-PILOTE;14.5088319879,-60.8978478666;97211;97;MARTINIQUE
34051;CANET;43.5983184879,3.48279950593;34800;34;LANGUEDOC-ROUSSILLON
58006;ANLEZY;46.966601859,3.49853718093;58270;58;BOURGOGNE
11017;ARTIGUES;42.7912861146,2.20717290807;11140;11;LANGUEDOC-ROUSSILLON
70368;MONTOT;47.5521723024,5.61575354895;70180;70;FRANCHE-COMTE
33292;MONTIGNAC;44.7130267691,-0.217710701052;33760;33;AQUITAINE
2B210;PERO-CASEVECCHIE;42.4163942737,9.46376889393;20230;2B;CORSE
64386;MIREPEIX;43.1933700705,-0.250922042302;64800;64;AQUITAINE
82032;CASTELSAGRAT;44.1767582704,0.960294296377;82400;82;MIDI-PYRENEES
31147;CLARAC;43.1137180327,0.6161886319;31210;31;MIDI-PYRENEES
33317;PERISSAC;45.0242960787,-0.316735068823;33240;33;AQUITAINE
9111;ENGOMER;42.9396656596,1.06331255023;9800;9;MIDI-PYRENEES
52287;LEVECOURT;48.1358793289,5.56080225778;52150;52;CHAMPAGNE-ARDENNE
80544;MEZEROLLES;50.1854908448,2.22657090414;80600;80;PICARDIE
64153;BUROSSE-MENDOUSSE;43.5133919734,-0.209328142304;64330;64;AQUITAINE
56251;THEIX;47.6356885267,-2.64682620132;56450;56;BRETAGNE
39497;SAIZENAY;46.9701806797,5.93379044205;39110;39;FRANCHE-COMTE
11259;MOUSSOULENS;43.2811009539,2.23830032758;11170;11;LANGUEDOC-ROUSSILLON
27152;CHATEAU-SUR-EPTE;49.2004173663,1.65874504917;27420;27;HAUTE-NORMANDIE
6101;RIGAUD;43.9929332886,6.97505083413;6260;6;PROVENCE-ALPES-COTE D'AZUR
87155;SAINT-JUNIEN-LES-COMBES;46.0855473212,1.13424813789;87300;87;LIMOUSIN
54451;REHON;49.4995747303,5.75731520354;54430;54;LORRAINE
43137;MONISTROL-SUR-LOIRE;45.2906264528,4.18362572726;43120;43;AUVERGNE
27099;LE BOULAY-MORIN;49.0763402724,1.18739745292;27930;27;HAUTE-NORMANDIE
68279;RODEREN;47.7778631956,7.08771577439;68800;68;ALSACE
6133;SAUZE;44.0852199876,6.80072324584;6470;6;PROVENCE-ALPES-COTE D'AZUR
84053;GRILLON;44.3945766896,4.93414256152;84600;84;PROVENCE-ALPES-COTE D'AZUR
37187;PORTS;47.0141782746,0.538082911824;37800;37;CENTRE
84103;RUSTREL;43.9299576961,5.47580805616;84400;84;PROVENCE-ALPES-COTE D'AZUR
54438;PULNEY;48.3909723712,6.03248056928;54115;54;LORRAINE
16303;SAINT-BONNET;45.4739641055,-0.0892788794153;16300;16;POITOU-CHARENTES
72102;COURCIVAL;48.2356656614,0.391626010989;72110;72;PAYS DE LA LOIRE
38134;COUR-ET-BUIS;45.4403886535,5.01870532467;38122;38;RHONE-ALPES
43033;BLESLE;45.3179155382,3.17686146037;43450;43;AUVERGNE
17176;GIBOURNE;45.9287373881,-0.312106629697;17160;17;POITOU-CHARENTES
7040;BOUCIEU-LE-ROI;45.0288428449,4.68820163954;7270;7;RHONE-ALPES
40063;CANDRESSE;43.7108557763,-0.979606796213;40180;40;AQUITAINE
69171;SAIN-BEL;45.8121205501,4.59925971252;69210;69;RHONE-ALPES
30167;MEYRANNES;44.2779055654,4.15935326092;30410;30;LANGUEDOC-ROUSSILLON
2664;ROZOY-BELLEVALLE;48.9244622578,3.45003603667;2540;2;PICARDIE
38260;MORAS;45.6869533334,5.26058834706;38460;38;RHONE-ALPES
11439;VILLESPY;43.3220982034,2.09853439649;11170;11;LANGUEDOC-ROUSSILLON
14694;LE TORQUESNE;49.2181230377,0.169348180951;14130;14;BASSE-NORMANDIE
6115;SAINT-ANTONIN;43.9078444006,6.97661268948;6260;6;PROVENCE-ALPES-COTE D'AZUR
3083;CONTIGNY;46.3463711102,3.31483781041;3500;3;AUVERGNE
67089;DETTWILLER;48.7608351027,7.45405808317;67490;67;ALSACE
16191;LONNES;45.9391793197,0.181439974512;16230;16;POITOU-CHARENTES
40119;HAGETMAU;43.6504279428,-0.590576524806;40700;40;AQUITAINE
52392;PLESNOY;47.892875539,5.49151963209;52360;52;CHAMPAGNE-ARDENNE
45248;PATAY;48.050944058,1.69412591416;45310;45;CENTRE
71133;LA CLAYETTE;46.2892944317,4.31079967145;71800;71;BOURGOGNE
44035;LA CHAPELLE-SUR-ERDRE;47.3035629617,-1.56078596697;44240;44;PAYS DE LA LOIRE
33097;CARCANS;45.0847969006,-1.04933512467;33121;33;AQUITAINE
44186;SAINTE-PAZANNE;47.0839938747,-1.81814462702;44680;44;PAYS DE LA LOIRE
59322;IWUY;50.233598422,3.33623347454;59141;59;NORD-PAS-DE-CALAIS
42276;SAINT-PRIEST-LA-PRUGNE;45.9460820015,3.74227575904;42830;42;RHONE-ALPES
7332;VALVIGNERES;44.5005207324,4.56110237736;7400;7;RHONE-ALPES
2169;CHATILLON-LES-SONS;49.7618503091,3.70312508858;2270;2;PICARDIE
31234;LE GRES;43.718877124,1.0998867054;31480;31;MIDI-PYRENEES
55015;AULNOIS-EN-PERTHOIS;48.6347700844,5.12637328459;55170;55;LORRAINE
57282;HAGEN;49.4968460062,6.16553316474;57570;57;LORRAINE
45016;AUTRY-LE-CHATEL;47.5949029716,2.60209574772;45500;45;CENTRE
62230;COLEMBERT;50.7498495112,1.82728211556;62142;62;NORD-PAS-DE-CALAIS
58167;MICHAUGUES;47.2690184387,3.52126658835;58420;58;BOURGOGNE
6138;THEOULE-SUR-MER;43.4985345439,6.92965248383;6590;6;PROVENCE-ALPES-COTE D'AZUR
17093;LE CHATEAU-D'OLERON;45.8813853125,-1.2166234835;17480;17;POITOU-CHARENTES
80585;NESLE;49.7599586535,2.90989646519;80190;80;PICARDIE
65216;HAUBAN;43.0993533014,0.162842331191;65200;65;MIDI-PYRENEES
5020;BENEVENT-ET-CHARBILLAC;44.7041185824,6.08385214149;5500;5;PROVENCE-ALPES-COTE D'AZUR
44187;SAINT-PERE-EN-RETZ;47.2253813658,-2.06604710896;44320;44;PAYS DE LA LOIRE
63157;FAYET-LE-CHATEAU;45.6792802707,3.40952344824;63160;63;AUVERGNE
15006;ANGLARDS-DE-SALERS;45.1968681606,2.46563596922;15380;15;AUVERGNE
17334;SAINT-GEORGES-DE-LONGUEPIERRE;46.0423797576,-0.396872256026;17470;17;POITOU-CHARENTES
40142;LALUQUE;43.8510297418,-0.986364609887;40465;40;AQUITAINE
11382;SOUILHANELS;43.3559262458,1.91704210416;11400;11;LANGUEDOC-ROUSSILLON
69058;CHIROUBLES;46.1855528278,4.65508587528;69115;69;RHONE-ALPES
51563;TALUS-SAINT-PRIX;48.8322484487,3.74333157283;51270;51;CHAMPAGNE-ARDENNE
60117;BUSSY;49.6314236015,2.98056681507;60400;60;PICARDIE
81321;LE VINTROU;43.531445482,2.47366636477;81240;81;MIDI-PYRENEES
26275;ROCHEGUDE;44.2556674573,4.83716476858;26790;26;RHONE-ALPES
27605;SAINT-SYLVESTRE-DE-CORMEILLES;49.2473078097,0.420897481485;27260;27;HAUTE-NORMANDIE
3048;CERILLY;46.6265101815,2.80901857226;3350;3;AUVERGNE
70056;BAULAY;47.7875044497,6.01577984949;70160;70;FRANCHE-COMTE
28022;BAILLEAU-L'EVEQUE;48.4875827521,1.39655721577;28300;28;CENTRE
49194;MAZE;47.4603950447,-0.284298744303;49630;49;PAYS DE LA LOIRE
62774;SANGATTE;50.9410415453,1.76958356617;62231;62;NORD-PAS-DE-CALAIS
63389;SAINT-QUENTIN-SUR-SAUXILLANGES;45.5452461177,3.41588566339;63490;63;AUVERGNE
15171;SAINTE-ANASTASIE;45.1805333884,2.97521265115;15170;15;AUVERGNE
42143;MIZERIEUX;45.790715516,4.16562342856;42110;42;RHONE-ALPES
51474;SAINT-BRICE-COURCELLES;49.2700930638,3.98965296971;51370;51;CHAMPAGNE-ARDENNE
91661;VILLEBON-SUR-YVETTE;48.6956774396,2.23505155118;91140;91;ILE-DE-FRANCE
46153;LANZAC;44.8698887305,1.46972764942;46200;46;MIDI-PYRENEES
79122;FONTENILLE-SAINT-MARTIN-D'ENTRAIGUES;46.1121201701,-0.132411224833;79110;79;POITOU-CHARENTES
53185;PRE-EN-PAIL;48.4470393586,-0.196704985828;53140;53;PAYS DE LA LOIRE
47290;LA SAUVETAT-DU-DROPT;44.6497758491,0.331517448954;47800;47;AQUITAINE
24115;CHATEAU-L'EVEQUE;45.2584930468,0.686400919033;24460;24;AQUITAINE
65207;GOURGUE;43.1376860127,0.268172885398;65130;65;MIDI-PYRENEES
21273;FLEUREY-SUR-OUCHE;47.3003433625,4.86448475268;21410;21;BOURGOGNE
8070;BLANZY-LA-SALONNAISE;49.4878479316,4.19048684048;8190;8;CHAMPAGNE-ARDENNE
42032;CELLIEU;45.5213671549,4.53017673396;42320;42;RHONE-ALPES
14480;OSMANVILLE;49.3339813037,-1.08866221246;14230;14;BASSE-NORMANDIE
69054;CHENELETTE;46.1691527375,4.49124804928;69430;69;RHONE-ALPES
63070;CEYRAT;45.7385665795,3.06427177861;63122;63;AUVERGNE
58283;TACONNAY;47.312512267,3.48949357869;58420;58;BOURGOGNE
51441;PONTHION;48.7551656451,4.71748764846;51300;51;CHAMPAGNE-ARDENNE
2464;MARGIVAL;49.432719029,3.40572977303;2880;2;PICARDIE
36043;CHASSIGNOLLES;46.5288369456,1.93596735168;36400;36;CENTRE
80228;LE CROTOY;50.2439123347,1.62316246487;80550;80;PICARDIE
64008;AHAXE-ALCIETTE-BASCASSAN;43.1439687884,-1.16379898273;64220;64;AQUITAINE
62622;NORT-LEULINGHEM;50.7959979295,2.08880938982;62890;62;NORD-PAS-DE-CALAIS
78650;LE VESINET;48.8938640591,2.13039312004;78110;78;ILE-DE-FRANCE
28402;VERIGNY;48.5290867823,1.33689914466;28190;28;CENTRE
34098;FERRALS-LES-MONTAGNES;43.4188135877,2.6417753577;34210;34;LANGUEDOC-ROUSSILLON
42286;SAINT-ROMAIN-LES-ATHEUX;45.3660975776,4.37077848051;42660;42;RHONE-ALPES
1076;CHALEY;45.9533367734,5.53682505273;1230;1;RHONE-ALPES
29251;SAINT-JEAN-DU-DOIGT;48.6703251838,-3.76283111411;29630;29;BRETAGNE
50177;ETIENVILLE;49.3854228436,-1.4364851189;50360;50;BASSE-NORMANDIE
27261;FOUQUEVILLE;49.2221102,0.963471124164;27370;27;HAUTE-NORMANDIE
27267;FRENEUSE-SUR-RISLE;49.2462632726,0.671497425624;27290;27;HAUTE-NORMANDIE
34246;SAINT-CHRISTOL;43.7236376937,4.07222709677;34400;34;LANGUEDOC-ROUSSILLON
46305;SERIGNAC;44.4278702673,1.08610284521;46700;46;MIDI-PYRENEES
14381;LOUVAGNY;48.9501421231,-0.0465642056704;14170;14;BASSE-NORMANDIE
21399;MEILLY-SUR-ROUVRES;47.2060045019,4.55254034085;21320;21;BOURGOGNE
25156;CLERVAL;47.3991705551,6.50259246766;25340;25;FRANCHE-COMTE
80821;WARLUS;49.9175121218,1.95654713132;80270;80;PICARDIE
51245;FAVEROLLES-ET-COEMY;49.2326869732,3.7908317551;51170;51;CHAMPAGNE-ARDENNE
2B218;PIEDICORTE-DI-GAGGIO;42.2145192461,9.32336450937;20251;2B;CORSE
39211;LES ESSARDS-TAIGNEVAUX;46.9035384189,5.41523803268;39120;39;FRANCHE-COMTE
69283;MIONS;45.6647373498,4.94915210897;69780;69;RHONE-ALPES
54562;VERDENAL;48.5875978822,6.80463240253;54450;54;LORRAINE
25435;ORSANS;47.2505392758,6.38074499024;25530;25;FRANCHE-COMTE
33255;LUCMAU;44.2944038567,-0.34085237286;33840;33;AQUITAINE
32057;BLAZIERT;43.9259342148,0.484820002979;32100;32;MIDI-PYRENEES
76016;ANGLESQUEVILLE-LA-BRAS-LONG;49.7781234194,0.782574427799;76740;76;HAUTE-NORMANDIE
60366;LITZ;49.4262725966,2.32354551734;60510;60;PICARDIE
50163;DIGULLEVILLE;49.691054091,-1.85876194612;50440;50;BASSE-NORMANDIE
38554;VILLEMOIRIEU;45.7139810956,5.23197765072;38460;38;RHONE-ALPES
47006;ALLEZ-ET-CAZENEUVE;44.3819408307,0.628501205807;47110;47;AQUITAINE
85059;LA CHATAIGNERAIE;46.6416143401,-0.739561966419;85120;85;PAYS DE LA LOIRE
81205;PECHAUDIER;43.5445327743,1.94651910659;81470;81;MIDI-PYRENEES
14578;SAINT-GATIEN-DES-BOIS;49.3508650728,0.186845848605;14130;14;BASSE-NORMANDIE
27367;LIEUREY;49.2331857585,0.500797947975;27560;27;HAUTE-NORMANDIE
25541;SEPTFONTAINES;46.9757494238,6.17849639031;25270;25;FRANCHE-COMTE
48096;MEYRUEIS;44.1719020208,3.4516638341;48150;48;LANGUEDOC-ROUSSILLON
6134;SERANON;43.7656662777,6.6904329696;6750;6;PROVENCE-ALPES-COTE D'AZUR
57106;BOUZONVILLE;49.2988626834,6.54161019887;57320;57;LORRAINE
21566;SAINT-PIERRE-EN-VAUX;47.0569877471,4.52938380841;21230;21;BOURGOGNE
60004;ACHY;49.5562211633,1.97185766368;60690;60;PICARDIE
31129;CAZARIL-LASPENES;42.8031770171,0.581463334845;31110;31;MIDI-PYRENEES
54251;HARBOUEY;48.5706375328,6.89406102379;54450;54;LORRAINE
51458;REUVES;48.7982990232,3.80208051062;51120;51;CHAMPAGNE-ARDENNE
45208;MONTARGIS;47.9988427684,2.73588922015;45200;45;CENTRE
50514;CHAULIEU;48.7475664246,-0.860916100149;50150;50;BASSE-NORMANDIE
30033;BEAUVOISIN;43.6962644399,4.32219796472;30640;30;LANGUEDOC-ROUSSILLON
67285;MATZENHEIM;48.3845019495,7.63534088675;67150;67;ALSACE
54519;THIAVILLE-SUR-MEURTHE;48.4072052471,6.80501372608;54120;54;LORRAINE
40301;SIEST;43.650022681,-1.13330295872;40180;40;AQUITAINE
33319;PESSAC-SUR-DORDOGNE;44.8179368546,0.0937252585904;33890;33;AQUITAINE
27672;VASCOEUIL;49.4459502042,1.38564792564;27910;27;HAUTE-NORMANDIE
69166;RIVERIE;45.599294924,4.58907052971;69440;69;RHONE-ALPES
7191;ROCHEMAURE;44.589264353,4.69211996285;7400;7;RHONE-ALPES
2B120;FURIANI;42.6523411195,9.4172647007;20600;2B;CORSE
51177;COULOMMES-LA-MONTAGNE;49.2264862111,3.91132904874;51390;51;CHAMPAGNE-ARDENNE
21054;BEAUNE;47.0255189366,4.83767985985;21200;21;BOURGOGNE
15110;LUGARDE;45.2883942354,2.75838366165;15190;15;AUVERGNE
39203;DOYE;46.7678938966,6.01401382033;39250;39;FRANCHE-COMTE
33350;RAUZAN;44.7824119957,-0.131058944697;33420;33;AQUITAINE
68263;RANSPACH-LE-BAS;47.5873905973,7.44587984681;68730;68;ALSACE
40116;GOUTS;43.7784036794,-0.77835350511;40400;40;AQUITAINE
80756;THIEVRES;50.1183859138,2.46138718753;62760;80;PICARDIE
71449;SAINT-MARTIN-D'AUXY;46.7213262279,4.55075657116;71390;71;BOURGOGNE
50202;GIEVILLE;49.0135491269,-0.984614759109;50160;50;BASSE-NORMANDIE
27646;LE TORPT;49.3369627726,0.380725864104;27210;27;HAUTE-NORMANDIE
45160;GRENEVILLE-EN-BEAUCE;48.189368971,2.11144995859;45480;45;CENTRE
52492;TORCENAY;47.8148282196,5.46932272187;52600;52;CHAMPAGNE-ARDENNE
14080;LE BO;48.9063561928,-0.441664417518;14690;14;BASSE-NORMANDIE
87062;EYBOULEUF;45.8001093389,1.48517359116;87400;87;LIMOUSIN
72019;AVESSE;47.9573422992,-0.267295988986;72350;72;PAYS DE LA LOIRE
16285;ROUGNAC;45.5371194351,0.354245072318;16320;16;POITOU-CHARENTES
81058;CARBES;43.6353726667,2.15170395201;81570;81;MIDI-PYRENEES
2568;OIGNY-EN-VALOIS;49.2137237953,3.1302728623;2600;2;PICARDIE
53098;FONTAINE-COUVERTE;47.9135795411,-1.13947861137;53350;53;PAYS DE LA LOIRE
24436;SAINT-LAURENT-DES-HOMMES;45.0440019083,0.253242646867;24400;24;AQUITAINE
79043;BOUILLE-LORETZ;47.0837533753,-0.281260023968;79290;79;POITOU-CHARENTES
10328;ROUILLY-SACEY;48.3472856402,4.27393742571;10220;10;CHAMPAGNE-ARDENNE
7050;CHAMBONAS;44.4263051358,4.12909504882;7140;7;RHONE-ALPES
34017;AUMES;43.4638784757,3.46993966613;34530;34;LANGUEDOC-ROUSSILLON
90035;DORANS;47.584744627,6.83724758711;90400;90;FRANCHE-COMTE
60510;PORCHEUX;49.3365218243,1.92395971009;60390;60;PICARDIE
71171;DENNEVY;46.8656403196,4.64491140945;71510;71;BOURGOGNE
57558;PUTTIGNY;48.8438614892,6.54858910646;57170;57;LORRAINE
12210;SAINT-ANDRE-DE-NAJAC;44.1791526825,2.02109386002;12270;12;MIDI-PYRENEES
70063;BELONCHAMP;47.7735452568,6.60867151106;70270;70;FRANCHE-COMTE
38339;ROCHE;45.5742314322,5.15591367556;38090;38;RHONE-ALPES
80380;GORENFLOS;50.0915640184,2.0567048062;80690;80;PICARDIE
19133;MERCOEUR;45.0115300882,1.95247311189;19430;19;LIMOUSIN
67085;DANGOLSHEIM;48.5647236628,7.45735566784;67310;67;ALSACE
77460;TANCROU;49.0038979102,3.07986260706;77440;77;ILE-DE-FRANCE
17332;SAINT-GEORGES-ANTIGNAC;45.4918057493,-0.482750821829;17240;17;POITOU-CHARENTES
46175;LISSAC-ET-MOURET;44.6228358432,1.97160948476;46100;46;MIDI-PYRENEES
10377;THIL;48.3409418137,4.78858247296;10200;10;CHAMPAGNE-ARDENNE
14105;LA BREVIERE;48.9760574391,0.167314646833;14140;14;BASSE-NORMANDIE
24408;SAINT-FRONT-D'ALEMPS;45.324593189,0.78971362781;24460;24;AQUITAINE
47315;TRENTELS;44.4456964361,0.863931953648;47140;47;AQUITAINE
74051;CERCIER;46.021660163,6.04815697534;74350;74;RHONE-ALPES
17245;MONTROY;46.1551359156,-1.01723607292;17220;17;POITOU-CHARENTES
76665;SAUCHAY;49.9194809701,1.20513608482;76630;76;HAUTE-NORMANDIE
55350;MONTIGNY-LES-VAUCOULEURS;48.5781146588,5.6048244301;55140;55;LORRAINE
2229;COURTRIZY-ET-FUSSIGNY;49.5140957547,3.79503800634;2820;2;PICARDIE
72369;VERNEIL-LE-CHETIF;47.7196089183,0.298597882427;72360;72;PAYS DE LA LOIRE
37003;AMBOISE;47.3917237652,1.00023994675;37400;37;CENTRE
32199;LASSERADE;43.6298461765,0.0609345558619;32160;32;MIDI-PYRENEES
6154;VALDEROURE;43.7942044466,6.71003568639;6750;6;PROVENCE-ALPES-COTE D'AZUR
70385;LA NEUVELLE-LES-LURE;47.7156316858,6.55341236985;70200;70;FRANCHE-COMTE
19108;LAROCHE-PRES-FEYT;45.7066868401,2.4992746244;19340;19;LIMOUSIN
61507;VILLIERS-SOUS-MORTAGNE;48.5392056522,0.593084909404;61400;61;BASSE-NORMANDIE
45273;SAINT-DENIS-DE-L'HOTEL;47.8835425588,2.15388829188;45550;45;CENTRE
